RecordID,SpeciesID,Order,Family,Genus,Species,Binomial,CommonName,CountryName,AreaName1,AreaName2,LocationDescription,Realm,Island,LandType,CPrecord,IntroducedDate,IntroducedDateGrouped,MappingDate,ReferenceDate,StatusCat,IntroMethod,IntroPurpose,TaxonomicNotes,Notes,RangeMap,Reference,CompilerInitial
13455,5572,Passeriformes,Corvidae,Corvus,frugilegus,Corvus frugilegus,Rook,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1869,1869.0,1869.0,,Unsuccessful,Released,Unknown.Not applicable,,"1869: 2 introductions, 66 birds released",Mapped,"{Duncan, 1997 #359}",FD
13456,8303,Passeriformes,Estrildidae,Stagonopleura,bella,Stagonopleura bella,Beautiful Firetail,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1870,1870.0,1870.0,,Unsuccessful,Released,Unknown.Not applicable,,1870: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13457,9654,Passeriformes,Fringillidae,Carduelis,flammea,Carduelis flammea,Common Redpoll,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1872,1872.0,1872.0,,Established,Unknown,Unknown.Not applicable,,1872: 209 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13458,7733,Passeriformes,Sylviidae,Sylvia,atricapilla,Sylvia atricapilla,Blackcap,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1872,1872.0,1872.0,,Unsuccessful,Unknown,Unknown.Not applicable,,1872: 5 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13461,7830,Passeriformes,Alaudidae,Lullula,arborea,Lullula arborea,Wood Lark,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1872,1872.0,1872.0,,Unsuccessful,Unknown,Unknown.Not applicable,,1872: 5 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13462,5010,Passeriformes,Maluridae,Malurus,cyaneus,Malurus cyaneus,Superb Fairywren,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,1,1923,1923.0,1923.0,,Unsuccessful,Unknown,Unknown.Not applicable,,1923: 12 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13466,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1861,1861.0,1861.0,,Established,Released,Unknown.Not applicable,,"1861: 7  introductions, 477 birds released",Mapped,"{Duncan, 1997 #359}",FD
13470,5572,Passeriformes,Corvidae,Corvus,frugilegus,Corvus frugilegus,Rook,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1862,1862.0,1862.0,,Established,Released,Unknown.Not applicable,,"1862: 4 introductions, 36 birds released",Mapped,"{Duncan, 1997 #359}",FD
13471,7831,Passeriformes,Alaudidae,Alauda,arvensis,Alauda arvensis,Eurasian Skylark,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1863,1863.0,1863.0,,Established,Released,Unknown.Not applicable,,"1863: 5 introductions, 434 birds released",Mapped,"{Duncan, 1997 #359}",FD
13473,8435,Passeriformes,Fringillidae,Carduelis,chloris,Carduelis chloris,European Greenfinch,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1863,1863.0,1863.0,,Established,Released,Unknown.Not applicable,,"1863: 2 introductions, 32 birds released",Mapped,"{Duncan, 1997 #359}",FD
13474,6180,Passeriformes,Turdidae,Turdus,philomelos,Turdus philomelos,Song Thrush,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1863,1863.0,1863.0,,Established,Released,Unknown.Not applicable,,"1863: 7 introductions, 299 birds released",Mapped,"{Duncan, 1997 #359}",FD
13475,5649,Passeriformes,Cracticidae,Gymnorhina,tibicen,Gymnorhina tibicen,Australian Magpie,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1864,1864.0,1864.0,,Established,Released,Unknown.Not applicable,,"1864: 9 introductions, 313 birds released",Mapped,"{Duncan, 1997 #359}",FD
13476,8360,Passeriformes,Estrildidae,Lonchura,castaneothorax,Lonchura castaneothorax,Chestnut-breasted Munia,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,0,1864,1864.0,1864.0,,Unsuccessful,Released,Unknown.Not applicable,,"1864: 12 birds released
1866: died out",Mapped,"{Duncan, 1997 #359}",FD
13477,8305,Passeriformes,Estrildidae,Stagonopleura,guttata,Stagonopleura guttata,Diamond Firetail,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1864,1864.0,1864.0,,Unsuccessful,Released,Unknown.Not applicable,,1864: introd.,Mapped,"{Duncan, 1997 #359}",FD
13478,8386,Passeriformes,Fringillidae,Fringilla,coelebs,Fringilla coelebs,Eurasian Chaffinch,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1865,1865.0,1865.0,,Established,Released,Unknown.Not applicable,,"1865: 4 introductions, 16 birds released",Mapped,"{Duncan, 1997 #359}",FD
13479,8459,Passeriformes,Fringillidae,Carduelis,carduelis,Carduelis carduelis,European Goldfinch,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1865,1865.0,1865.0,,Established,Released,Unknown.Not applicable,,"1865: 4 introductions, 265 birds released",Mapped,"{Duncan, 1997 #359}",FD
13480,6572,Passeriformes,Sturnidae,Sturnus,vulgaris,Sturnus vulgaris,Common Starling,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Established,Released,Unknown.Not applicable,,"1867: 4 introductions, 125 birds released",Mapped,"{Duncan, 1997 #359}",FD
13481,8462,Passeriformes,Fringillidae,Carduelis,cannabina,Carduelis cannabina,Eurasian Linnet,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Unsuccessful,Released,Unknown.Not applicable,,"1867: 4 introductions, 119 birds released",Mapped,"{Duncan, 1997 #359}",FD
13483,9654,Passeriformes,Fringillidae,Carduelis,flammea,Carduelis flammea,Common Redpoll,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 5 introductions, 326 birds released",Mapped,"{Duncan, 1997 #359}",FD
13484,8118,Passeriformes,Prunellidae,Prunella,modularis,Prunella modularis,Hedge Accentor,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 6 introductions, 210 birds released",Mapped,"{Duncan, 1997 #359}",FD
13485,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,1868: 44 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13486,8388,Passeriformes,Fringillidae,Fringilla,montifringilla,Fringilla montifringilla,Brambling,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Unsuccessful,Released,Unknown.Not applicable,,"1868: 4 introductions, 117 birds released",Mapped,"{Duncan, 1997 #359}",FD
13487,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,0,1871,1871.0,,,Unsuccessful,Released,Unknown.Not applicable,,1871: 18 birds introd.,Not Mapped,"{Duncan, 1997 #359}",FD
13488,5557,Passeriformes,Corvidae,Corvus,monedula,Corvus monedula,Eurasian Jackdaw,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,0,1872,1872.0,1872.0,,Unsuccessful,Released,Unknown.Not applicable,,1872: 5 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13489,8554,Passeriformes,Emberizidae,Emberiza,citrinella,Emberiza citrinella,Yellowhammer,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1873,1873.0,1873.0,,Established,Released,Unknown.Not applicable,,"1873: 3 introductions, 236 birds released",Mapped,"{Duncan, 1997 #359}",FD
13490,8590,Passeriformes,Emberizidae,Emberiza,schoeniclus,Emberiza schoeniclus,Reed Bunting,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1873,1873.0,1873.0,,Unsuccessful,Released,Unknown.Not applicable,,"1873: 2 introductions, 7 birds released",Mapped,"{Duncan, 1997 #359}",FD
13491,6808,Passeriformes,Paridae,Parus,caeruleus,Parus caeruleus,Blue Tit,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Unsuccessful,Released,Unknown.Not applicable,,1874: introd.,Mapped,"{Duncan, 1997 #359}",FD
13492,8511,Passeriformes,Fringillidae,Pyrrhula,pyrrhula,Pyrrhula pyrrhula,Eurasian Bullfinch,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1875,1875.0,1875.0,,Unsuccessful,Released,Unknown.Not applicable,,1875: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13493,6351,Passeriformes,Muscicapidae,Erithacus,rubecula,Erithacus rubecula,European Robin,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1879,1879.0,1879.0,,Unsuccessful,Released,Unknown.Not applicable,,1879: introd.,Mapped,"{Duncan, 1997 #359}",FD
13495,5193,Passeriformes,Meliphagidae,Manorina,melanocephala,Manorina melanocephala,Noisy Miner,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,0,1879,1879.0,1879.0,,Unsuccessful,Released,Unknown.Not applicable,,1879: 200 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13496,8440,Passeriformes,Fringillidae,Carduelis,spinus,Carduelis spinus,Eurasian Siskin,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,0,1879,1879.0,1879.0,,Unsuccessful,Released,Unknown.Not applicable,,"1879: 2 introductions, 52 birds released",Mapped,"{Duncan, 1997 #359}",FD
13497,8461,Passeriformes,Fringillidae,Carduelis,flavirostris,Carduelis flavirostris,Twite,NEW ZEALAND,Canterbury,,,Australasian,1,Oceanic.Island,1,1880,1880.0,1880.0,,Unsuccessful,Released,Unknown.Not applicable,,1880: 21 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13498,5649,Passeriformes,Cracticidae,Gymnorhina,tibicen,Gymnorhina tibicen,Australian Magpie,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1865,1865.0,1865.0,,Established,Released,Unknown.Not applicable,,"1865: 5 introductions,81 birds released",Mapped,"{Duncan, 1997 #359}",FD
13499,6167,Passeriformes,Turdidae,Turdus,merula,Turdus merula,Eurasian Blackbird,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1865,1865.0,1865.0,,Established,Released,Unknown.Not applicable,,"1865: 5 introductions, 138 birds released",Mapped,"{Duncan, 1997 #359}",FD
13500,6180,Passeriformes,Turdidae,Turdus,philomelos,Turdus philomelos,Song Thrush,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1865,1865.0,1865.0,,Established,Released,Unknown.Not applicable,,"1865: 5 introductions, 145 birds released",Mapped,"{Duncan, 1997 #359}",FD
13501,6572,Passeriformes,Sturnidae,Sturnus,vulgaris,Sturnus vulgaris,Common Starling,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Established,Released,Unknown.Not applicable,,"1867: 3 introductions, 169 birds released",Mapped,"{Duncan, 1997 #359}",FD
13502,7831,Passeriformes,Alaudidae,Alauda,arvensis,Alauda arvensis,Eurasian Skylark,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Established,Released,Unknown.Not applicable,,"1867: 3 introductions, 100 birds released",Mapped,"{Duncan, 1997 #359}",FD
13503,8459,Passeriformes,Fringillidae,Carduelis,carduelis,Carduelis carduelis,European Goldfinch,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Established,Released,Unknown.Not applicable,,"1867: 4 introductions, 118 birds released",Mapped,"{Duncan, 1997 #359}",FD
13504,5557,Passeriformes,Corvidae,Corvus,monedula,Corvus monedula,Eurasian Jackdaw,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Unsuccessful,Released,Unknown.Not applicable,,1867: introd.,Mapped,"{Duncan, 1997 #359}",FD
13505,8307,Passeriformes,Estrildidae,Neochmia,temporalis,Neochmia temporalis,Red-browed Finch,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Unsuccessful,Released,Unknown.Not applicable,,1867: 4 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13506,8462,Passeriformes,Fringillidae,Carduelis,cannabina,Carduelis cannabina,Eurasian Linnet,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1867,1867.0,1867.0,,Unsuccessful,Released,Unknown.Not applicable,,"1867: 2 introductions, 20 birds released",Mapped,"{Duncan, 1997 #359}",FD
13507,8386,Passeriformes,Fringillidae,Fringilla,coelebs,Fringilla coelebs,Eurasian Chaffinch,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 3 introductions, 99 birds released",Mapped,"{Duncan, 1997 #359}",FD
13509,9654,Passeriformes,Fringillidae,Carduelis,flammea,Carduelis flammea,Common Redpoll,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 2 introductions, 81 birds released",Mapped,"{Duncan, 1997 #359}",FD
13510,8435,Passeriformes,Fringillidae,Carduelis,chloris,Carduelis chloris,European Greenfinch,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,1868: 8 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13511,8118,Passeriformes,Prunellidae,Prunella,modularis,Prunella modularis,Hedge Accentor,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 2 introductions, 98 birds released",Mapped,"{Duncan, 1997 #359}",FD
13513,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 2 introductions, 14 birds released",Mapped,"{Duncan, 1997 #359}",FD
13514,8554,Passeriformes,Emberizidae,Emberiza,citrinella,Emberiza citrinella,Yellowhammer,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Established,Released,Unknown.Not applicable,,"1868: 2 introductions, 39 birds released",Mapped,"{Duncan, 1997 #359}",FD
13515,8032,Passeriformes,Passeridae,Passer,montanus,Passer montanus,Eurasian Tree Sparrow,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1868,1868.0,1868.0,,Unsuccessful,Released,Unknown.Not applicable,,1868: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13516,8557,Passeriformes,Emberizidae,Emberiza,cirlus,Emberiza cirlus,Cirl Bunting,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1871,1871.0,1871.0,,Established,Released,Unknown.Not applicable,,1871: 7 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13517,8590,Passeriformes,Emberizidae,Emberiza,schoeniclus,Emberiza schoeniclus,Reed Bunting,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1871,1871.0,1871.0,,Unsuccessful,Released,Unknown.Not applicable,,1871: 4 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13518,8461,Passeriformes,Fringillidae,Carduelis,flavirostris,Carduelis flavirostris,Twite,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1871,1871.0,1871.0,,Unsuccessful,Released,Unknown.Not applicable,,1871: 38 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13519,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,0,1874,1874.0,,,Unsuccessful,Released,Unknown.Not applicable,,1874: introd.,Not Mapped,"{Duncan, 1997 #359}",FD
13520,6351,Passeriformes,Muscicapidae,Erithacus,rubecula,Erithacus rubecula,European Robin,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1879,1879.0,1879.0,,Unsuccessful,Released,Unknown.Not applicable,,"1879: 3 introductions, 62 birds released",Mapped,"{Duncan, 1997 #359}",FD
13521,5193,Passeriformes,Meliphagidae,Manorina,melanocephala,Manorina melanocephala,Noisy Miner,NEW ZEALAND,Otago,,,Australasian,1,Oceanic.Island,1,1880,1880.0,1880.0,,Unsuccessful,Released,Unknown.Not applicable,,1880: 80 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13522,8016,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1866,1866.0,1866.0,,Established,Released,Unknown.Not applicable,,1866: 200 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13523,5649,Passeriformes,Cracticidae,Gymnorhina,tibicen,Gymnorhina tibicen,Australian Magpie,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Established,Released,Unknown.Not applicable,,1874: 260 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13524,8386,Passeriformes,Fringillidae,Fringilla,coelebs,Fringilla coelebs,Eurasian Chaffinch,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Established,Released,Unknown.Not applicable,,"1874: 4 introductions, 126 birds released",Mapped,"{Duncan, 1997 #359}",FD
13526,7831,Passeriformes,Alaudidae,Alauda,arvensis,Alauda arvensis,Eurasian Skylark,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Established,Released,Unknown.Not applicable,,"1874: 2 introductions, 108 birds released",Mapped,"{Duncan, 1997 #359}",FD
13527,5192,Passeriformes,Meliphagidae,Manorina,melanophrys,Manorina melanophrys,Bell Miner,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Unsuccessful,Released,Unknown.Not applicable,,1874: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13528,8305,Passeriformes,Estrildidae,Stagonopleura,guttata,Stagonopleura guttata,Diamond Firetail,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Unsuccessful,Released,Unknown.Not applicable,,1874: 12 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13529,5193,Passeriformes,Meliphagidae,Manorina,melanocephala,Manorina melanocephala,Noisy Miner,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Unsuccessful,Released,Unknown.Not applicable,,"1874: 4 introductions, 224 birds released",Mapped,"{Duncan, 1997 #359}",FD
13530,8388,Passeriformes,Fringillidae,Fringilla,montifringilla,Fringilla montifringilla,Brambling,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1874,1874.0,1874.0,,Unsuccessful,Released,Unknown.Not applicable,,1874: 3 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13531,9654,Passeriformes,Fringillidae,Carduelis,flammea,Carduelis flammea,Common Redpoll,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1875,1875.0,1875.0,,Established,Released,Unknown.Not applicable,,1875: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13532,6580,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,Common Myna,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,0,1875,1875.0,,,Unsuccessful,Released,Unknown.Not applicable,,"1875: 2 introductions, 70 birds released",Not Mapped,"{Duncan, 1997 #359}",FD
13533,8440,Passeriformes,Fringillidae,Carduelis,spinus,Carduelis spinus,Eurasian Siskin,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1876,1876.0,1876.0,,Unsuccessful,Released,Unknown.Not applicable,,1876: 2 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13535,6572,Passeriformes,Sturnidae,Sturnus,vulgaris,Sturnus vulgaris,Common Starling,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1877,1877.0,1877.0,,Established,Released,Unknown.Not applicable,,"1877: 5 introductions, 298 birds released",Mapped,"{Duncan, 1997 #359}",FD
13536,6180,Passeriformes,Turdidae,Turdus,philomelos,Turdus philomelos,Song Thrush,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1878,1878.0,1878.0,,Established,Released,Unknown.Not applicable,,1878: 8 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13537,8557,Passeriformes,Emberizidae,Emberiza,cirlus,Emberiza cirlus,Cirl Bunting,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1880,1880.0,1880.0,,Established,Released,Unknown.Not applicable,,1880: 4 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13538,8459,Passeriformes,Fringillidae,Carduelis,carduelis,Carduelis carduelis,European Goldfinch,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1880,1880.0,1880.0,,Established,Released,Unknown.Not applicable,,"1880: 3 introductions, 177 birds released",Mapped,"{Duncan, 1997 #359}",FD
13539,8118,Passeriformes,Prunellidae,Prunella,modularis,Prunella modularis,Hedge Accentor,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1880,1880.0,1880.0,,Established,Released,Unknown.Not applicable,,"1880: 3 introductions, 50 birds released",Mapped,"{Duncan, 1997 #359}",FD
13540,8462,Passeriformes,Fringillidae,Carduelis,cannabina,Carduelis cannabina,Eurasian Linnet,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1881,1881.0,1881.0,,Unsuccessful,Released,Unknown.Not applicable,,1881: 22 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13541,6351,Passeriformes,Muscicapidae,Erithacus,rubecula,Erithacus rubecula,European Robin,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1883,1883.0,1883.0,,Unsuccessful,Released,Unknown.Not applicable,,1883: 10 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13543,8303,Passeriformes,Estrildidae,Stagonopleura,bella,Stagonopleura bella,Beautiful Firetail,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1884,1884.0,1884.0,,Unsuccessful,Released,Unknown.Not applicable,,1884: 8 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13544,8565,Passeriformes,Emberizidae,Emberiza,hortulana,Emberiza hortulana,Ortolan Bunting,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,0,1885,1885.0,1885.0,,Unsuccessful,Released,Unknown.Not applicable,,1885: 6 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13547,8311,Passeriformes,Estrildidae,Taeniopygia,guttata,Taeniopygia guttata,Zebra Finch,NEW ZEALAND,Wellington,,,Australasian,1,Oceanic.Island,1,1884,1884.0,1884.0,,Unsuccessful,Released,Unknown.Not applicable,,1884: 12 birds introd.,Mapped,"{Duncan, 1997 #359}",FD
13549,363,Anseriformes,Anatidae,Anser,anser,Anser anser,Greylag Goose,NEW ZEALAND,South Island NZ,,,Australasian,1,Oceanic.Island,1,1773,1773.0,1773.0,,Unknown,Released,Unknown.Not applicable,,1773: birds released in Dusky Sound in Fiordland National Park,Mapped,"{Duncan, 2006 #94}",FD
13556,6356,Passeriformes,Muscicapidae,Luscinia,megarhynchos,Luscinia megarhynchos,Common Nightingale,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Unsuccessful,Unknown,Unknown.Not applicable,,'Failed to establish following introd. to NZ.' Unconfirmed report,Not Mapped,"{Duncan, 2006 #94}",FD
13560,6929,Passeriformes,Pycnonotidae,Pycnonotus,cafer,Pycnonotus cafer,Red-vented Bulbul,NEW ZEALAND,Auckland,,,Australasian,1,Oceanic.Island,0,,,2006.0,,Extirpated,Unknown,Unknown.Not applicable,,,Mapped,"{Duncan, 2006 #94}",FD
13561,8557,Passeriformes,Emberizidae,Emberiza,cirlus,Emberiza cirlus,Cirl Bunting,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Released,Unknown.Not applicable,,"<20 birds released, popn. est.",Not Mapped,"{Duncan, 2006 #94}",FD
13564,420,Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos,Mallard,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13566,369,Anseriformes,Anatidae,Branta,canadensis,Branta canadensis,Canada Goose,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13567,352,Anseriformes,Anatidae,Cygnus,atratus,Cygnus atratus,Black Swan,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13568,351,Anseriformes,Anatidae,Cygnus,olor,Cygnus olor,Mute Swan,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13569,305,Galliformes,Odontophoridae,Callipepla,californica,Callipepla californica,California Quail,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13570,295,Galliformes,Numididae,Numida,meleagris,Numida meleagris,Helmeted Guineafowl,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13571,291,Galliformes,Phasianidae,Meleagris,gallopavo,Meleagris gallopavo,Wild Turkey,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not mapped,"{Duncan, 1999 #360}",FD
13572,273,Galliformes,Phasianidae,Pavo,cristatus,Pavo cristatus,Indian Peafowl,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13573,260,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Common Pheasant,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13574,133,Galliformes,Phasianidae,Alectoris,chukar,Alectoris chukar,Chukar,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13575,193,Galliformes,Phasianidae,Coturnix,ypsilophora,Coturnix ypsilophora,Brown Quail,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
13576,1053,Coraciiformes,Alcedinidae,Dacelo,novaeguineae,Dacelo novaeguineae,Laughing Kookaburra,NEW ZEALAND,,,,Australasian,1,Oceanic.Island,0,,,,,Established,Unknown,Unknown.Not applicable,,,Not Mapped,"{Duncan, 1999 #360}",FD
